,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
410,IsolatedCitizen,"I'ma do just what I want
Looking ahead no turning back",,78,22,593,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
411,JaipurDialogues,"By the Hindus, of the Hindus, for the Hindus
| Follow Our Youtube Channel - https://t.co/WbFzinnJ2n",Bharatvarsha,638,44944,13229,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
412,Of1776Spirit,"#AmericaFirst no Free Rides for illegals, #MAGA
LEOS, Armed Forces, God &Family. Winning2020
KAG2020 #IstandWithIsrael, Nationalist, Deplorable.","Atlanta, GA",2593,1789,32120,0,"Same Dr's, RN's, Politicans say NOTHING about the millions of #WUHanVirus POSITIVE illegal aliens literally being FLOWN and BUSED around the country, BY the Biden Admin.
THATS OK.
Illegals that have Z E R O vaccination rates, poor if any hygiene, WILL be treated.
its only",['WUHanVirus']
413,Of1776Spirit,"#AmericaFirst no Free Rides for illegals, #MAGA
LEOS, Armed Forces, God &Family. Winning2020
KAG2020 #IstandWithIsrael, Nationalist, Deplorable.","Atlanta, GA",2593,1789,32120,0,"Dr's and RN's who Somehow managed to go all last year treating people with #WuHanVirus without fearing for their lives, NOW demand you get vaxed, or else they will refuse to treat you.
So much for "" Shall do no harm"" medical oaths and Legal obligations to treat sick and infirm",['WuHanVirus']
414,DrThinkTank,"Vande Mataram! 
Vande Bharatam!!  
हिमालयं समारभ्य यावत् इंदु सरेावरम्  तं देवनिर्मितं देशं हिंदुस्थानं प्रचक्षते   
RTs are not endorsements🇮🇳",,776,776,63954,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
415,VJjha,Proud Hindu. Sanatan dharm need of the time for the entire world. Performance based culture alone will help India the most.,New York,331,3084,10900,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
416,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"New Article: The Irrepressible Myth of Jacobson v. Massachusetts – https://t.co/hlZ0gVF5i9

#SCOTUS 

#Coronavirus #WuhanVirus #Mandates  https://t.co/bW65Fh0mza","['SCOTUS', 'Coronavirus', 'WuhanVirus', 'Mandates']"
417,paradise919400,"Adopted by grace; exercise grace. RT May ≠ Endorsement. Listen, Discern, Speak. Think for Yourself.  Embrace today!  Sansei  #Hapa #Hafu",ORYGUN ,1070,998,94263,0,"@joerogan and @BretWeinstein Fauci Lied,  People Died And Media is Silent #GainOfFunction #WuhanVirus  https://t.co/TQV40Xgxwr","['GainOfFunction', 'WuhanVirus']"
418,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"The Horrific Outcomes of the Jacobson Case You’re Using to Justify Biden’s Vaccine Mandates | Hannah Cox

The #Biden #mandates are by executive order. The Jacobson decision was based on a law passed by Congress.  

#Coronavirus #WuhanVirus  https://t.co/kCVua2Yz0e","['Biden', 'mandates', 'Coronavirus', 'WuhanVirus']"
419,PjStassen,"1.Promoting the themes of INTELLIGENT DESIGN, BIBLICAL CREATIONISM & EVANGELICAL CHRISTIANITY. 
2.The Gospel of JESUS CHRIST offered to ALL but forced on NONE!",TerraFirma1947,1160,394,32721,1,"😷'Ten-Point Nuremberg Code Of Research Ethics.'
#Covid19 #Coronavirus #Vaccination #Vaccine #ForcedMnadatoryVaccinations #VaccinePassport #WHO #DrFauci #RandPaul #Pfizer #Moderna #JohnsonJohnson #Astrazeneka #WuhanLab #GainOfFunctionResearch #ChineseVirus #WuhanVirus #DrVosloo https://t.co/HWtZe1Dh6L","['Covid19', 'Coronavirus', 'Vaccination', 'Vaccine', 'ForcedMnadatoryVaccinations']"
420,KaineKar,,,90,60,35755,3,@IndoPac_Info Always remember. #china #chinavirus #ChinaExposed #Chinazi #chinalied #Beijing #Covid_19 #coronavirus #corona #WuhanInstituteofVirology #wuhan #wuhanlableak #wuhanvirus #USA #America #Europe #Asia @ASEAN @WHO @MFA_China #Africa #Canada #Taiwan #Brazil #India https://t.co/Q78UNySg6G,"['china', 'chinavirus', 'ChinaExposed', 'Chinazi', 'chinalied', 'Beijing', 'Covid_19', 'coronavirus']"
421,PjStassen,"1.Promoting the themes of INTELLIGENT DESIGN, BIBLICAL CREATIONISM & EVANGELICAL CHRISTIANITY. 
2.The Gospel of JESUS CHRIST offered to ALL but forced on NONE!",TerraFirma1947,1160,394,32721,1,"😷'Ten-Point Nuremberg Code Of Research Ethics.'
#Covid19 #Coronavirus #Vaccination #Vaccine #ForcedMnadatoryVaccinations #VaccinePassport #WHO #DrFauci #RandPaul #Pfizer #Moderna #JohnsonJohnson #Astrazeneka #WuhanLab #GainOfFunctionResearch #ChineseVirus #WuhanVirus #DrVosloo https://t.co/HWtZe1Dh6L","['Covid19', 'Coronavirus', 'Vaccination', 'Vaccine', 'ForcedMnadatoryVaccinations', 'VaccinePassport', 'WHO', 'DrFauci', 'RandPaul', 'Pfizer', 'Moderna', 'JohnsonJohnson', 'Astrazeneka', 'WuhanLab', 'GainOfFunctionResearch', 'ChineseVirus', 'WuhanVirus', 'DrVosloo']"
422,MiamiPapers,#MiamiSecretPapers shining a light on the working conditions of @MiamiDadeCounty!,"Miami, FL",304,5747,428014,4,"Elections have consequences!

#NotMyPresident #CreepyJoe #SleepyJoe #medicalTyranny #Covid_19 #wuhanvirus #DictatorBiden #DictatorJoe #VaccineMandate","['NotMyPresident', 'CreepyJoe', 'SleepyJoe', 'medicalTyranny', 'Covid_19', 'wuhanvirus', 'DictatorBiden']"
423,PatelViral,A finance person,India,3828,1164,193813,0,आपदा में अवसर... Lot of good changes have happened in last two years because of #WuhanVirus ... Now we can do Darshan of almost every places of worship sitting at our home.... https://t.co/7xSNUr7O5x,['WuhanVirus']
424,jgionova,"Stop #PayToPlay @MiamiDadeCounty! 
#DumpTrump by recalling Miami-Dade Mayor #Gimenez Sign the https://t.co/L7Ot2BdNvR petition: https://t.co/JpoFLZoehs!","Miami Beach, FL",271,6040,542184,4,"Elections have consequences!

#NotMyPresident #CreepyJoe #SleepyJoe #medicalTyranny #Covid_19 #wuhanvirus #DictatorBiden #DictatorJoe #VaccineMandate","['NotMyPresident', 'CreepyJoe', 'SleepyJoe', 'medicalTyranny', 'Covid_19', 'wuhanvirus', 'DictatorBiden']"
425,NiteStarLights,Grateful to be American. “Everything Woke Turns To Shit”. We already need to #MAGA,"Albany, NY",1339,1276,27865,4,"Elections have consequences!

#NotMyPresident #CreepyJoe #SleepyJoe #medicalTyranny #Covid_19 #wuhanvirus #DictatorBiden #DictatorJoe #VaccineMandate","['NotMyPresident', 'CreepyJoe', 'SleepyJoe', 'medicalTyranny', 'Covid_19', 'wuhanvirus', 'DictatorBiden']"
426,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"He’s such a unifier, right?

#Coronavirus #WuhanVirus #Mandates #Constitution https://t.co/JjABcSEdyE","['Coronavirus', 'WuhanVirus', 'Mandates', 'Constitution']"
427,Sagan931,"Candid Freethinker-Freidenker
Dem Leben, der Freiheit verpflichtet!

@RHIB28 Hella ist seit 12.Mai 2021 gesperrt!
 Ein Widerspruchsverfahren ist anhängig!!","Berlin, Germany",2667,1272,5518,1,@jendeben @IntelCrab Always remember what #china did to the #world. #chinavirus #ChinaMassacre #Chinazi #chinavirus #chinaexposed #wuhan #WuhanInstituteofVirology #WuhanLab #wuhanvirus #USA #Europe #India #Brazil #Asia @ASEAN @WHO @MFA_China #Canada #Taiwan #CCPVirus https://t.co/N9xoprxRrR,"['china', 'world', 'chinavirus', 'ChinaMassacre', 'Chinazi', 'chinavirus']"
428,road_romeo_,"कोर्ट के मिलोर्ड, आपका ज्ञान अपने पास रखिए, Bow To Your Master
Expert on Any Topic. 
I know things better than anyone in this world.",Andromeda Galaxy,473,12,582,0,@kushal_mehra #WuhanVirus Its because of #XiJinping,"['WuhanVirus', 'XiJinping']"
429,killody,亚裔不是中共替罪羊,United Kingdom,647,111,2144,768,"@SolomonYue @Fight4HongKong
Some of the Chinese people just made a timeline of #WuhanVirus 

Source:https://t.co/YZnDhDGKHJ https://t.co/gIubbxGkV5",['WuhanVirus']
430,gdsingh99,"Writer, business  journalist, editor, interest in research on socially relevant issues, economy, health. Views personal, RTs not necessarily endorsement.","New Delhi, India",393,348,18865,3,It is curious is it not how first 🇨🇳w its #wuhanvirus and then🇵🇰 with its 🇦🇫 #stealAfghanistan plan have dominated the agenda of 🇺🇸 and the world... Such a strange relationship that between the atheist pork &amp; beer loving CCP/PLA and Pak generals and bureaucrats... hand in hand... https://t.co/fOxFvPcHz2,"['wuhanvirus', 'stealAfghanistan']"
431,Nvania,Philosopher & Entrepreneur. American Patriot. First Zarathushti born in The Land of Lincoln.,,4995,2591,409837,3,It is curious is it not how first 🇨🇳w its #wuhanvirus and then🇵🇰 with its 🇦🇫 #stealAfghanistan plan have dominated the agenda of 🇺🇸 and the world... Such a strange relationship that between the atheist pork &amp; beer loving CCP/PLA and Pak generals and bureaucrats... hand in hand... https://t.co/fOxFvPcHz2,"['wuhanvirus', 'stealAfghanistan']"
432,OneMinPsychic,"Navigating a world populated w/loudmouth woke bullies/invertebrates is a daily duty

BTW, it's a #MINDVIRUS 🧠🦠spread via gaslighting & brainwashing",Hovering in Flight,879,1155,120844,0,"It never left! It just changed its name 2 #COVID19 #ChinaVirus #WuhanVIrus #CCPVirus.
The last flu season was mild. The coming one is expected to be worse, concerning hospitals overrun by Delta cases. “We are worried,” one hospital official says https://t.co/Uu3Zq6LH93 via @WSJ","['COVID19', 'ChinaVirus', 'WuhanVIrus', 'CCPVirus']"
433,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,3,It is curious is it not how first 🇨🇳w its #wuhanvirus and then🇵🇰 with its 🇦🇫 #stealAfghanistan plan have dominated the agenda of 🇺🇸 and the world... Such a strange relationship that between the atheist pork &amp; beer loving CCP/PLA and Pak generals and bureaucrats... hand in hand... https://t.co/fOxFvPcHz2,"['wuhanvirus', 'stealAfghanistan']"
434,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,1,@jendeben @IntelCrab Always remember what #china did to the #world. #chinavirus #ChinaMassacre #Chinazi #chinavirus #chinaexposed #wuhan #WuhanInstituteofVirology #WuhanLab #wuhanvirus #USA #Europe #India #Brazil #Asia @ASEAN @WHO @MFA_China #Canada #Taiwan #CCPVirus https://t.co/N9xoprxRrR,"['china', 'world', 'chinavirus', 'ChinaMassacre', 'Chinazi', 'chinavirus', 'chinaexposed', 'wuhan', 'WuhanInstituteofVirology', 'WuhanLab', 'wuhanvirus', 'USA', 'Europe', 'India', 'Brazil', 'Asia', 'Canada', 'Taiwan', 'CCPVirus']"
435,TaylorIndiana,Veritas lux mea. Follower of conflict in MENA and Afghanistan. OSINT believer and against those who seek injustice in this world.,"Paris, France",229,115,8753,0,Always remember what #china did to the #world. #chinavirus #ChinaMassacre #Chinazi #chinavirus #chinaexposed #wuhan #WuhanInstituteofVirology #WuhanLab #wuhanvirus #USA #Europe #India #Brazil #Asia @ASEAN @WHO @MFA_China #Canada #Taiwan #CCPVirus https://t.co/7uGjTgE8T9,"['china', 'world', 'chinavirus', 'ChinaMassacre', 'Chinazi', 'chinavirus', 'chinaexposed', 'wuhan', 'WuhanInstituteofVirology', 'WuhanLab', 'wuhanvirus', 'USA', 'Europe', 'India', 'Brazil', 'Asia', 'Canada', 'Taiwan', 'CCPVirus']"
436,America61613707,"MD, PhD, MPH Realist, Not your typical DC think tank","Tokyo-to, Japan",2543,305,11433,0,@mai_uchida WHO - #Wuhanvirus Health Organization!,['Wuhanvirus']
437,vinodimsr,"#ClimateAction|#FarmingFeedsIndia|#GreatHinduCivilization/ #AatmaNirbharBharat |#AntiConversionLaw|#UCC |
""Health is Wealth ""","Hubballi,Karnataka,Bharat🇮🇳⛳",3294,470,58116,0,"ಎಲ್ಲರಿಗು ಗೌರಿ  ಗಣೇಶ ಹಬ್ಬದ ಶುಭಾಶಯಗಳು 🌿.. 
Wish u all a very Happy Gouri Ganesh chaturthi.. 
Let's together Pray for well being of citizens &amp; defeat #WuhanVirus by taking  Vaccination.. https://t.co/UWYIkm92Qz",['WuhanVirus']
438,cdnpoliticalsa1,Mr.,Canada,928,334,13227,0,"@SariArhoHavren @potus need to fire #Fauci for funding the #WIV through a loophole, and covering it up. The @WHO should be disbanded for being subservient to the CCP. #WuhanVirus #CCPVirus #Covid_19","['Fauci', 'WIV', 'WuhanVirus', 'CCPVirus', 'Covid_19']"
439,Road2India,"Let's Work Together To Transform 🇮🇳, Avid Sports Enthusiast, INDIA means ❤️ Views Personal, Aquarians, Geminides & Wine Rock!!!","New Delhi, India",613,939,169385,0,"Excellent News @BharatBiotech @SerumInstIndia 

GOD Bless You &amp; My Beautiful Country to Remain Free from #WuhanVirus Forever 🙏🏼

जय हिंद 🇮🇳 https://t.co/G5SmZq3cdT",['WuhanVirus']
440,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through a d V Id Sep MMDCCLXXIV, 9 Sep 21 (as of 0002 10 September):

-224,045,632 total cases, about the population of #Nigeria and #Belgium combined-
-18,796,304 active cases, about the population of the countries of #Syria and #Bhutan combined-","['Wuhanvirus', 'Nigeria', 'Belgium', 'Syria', 'Bhutan']"
441,KatherineTrunk,"Published Illustrator, Artist. Created Art for Magazines, Newspapers. Exhibits Art. Civic Minded. Bicycling enthusiast, Loves Jazz-esp.C.Botti, Animals, Nature.",Greater New York area,3084,2617,50384,2,"Be patriotic &amp; honorable, @POTUS @JoeBiden 

Call for a nationwide election audit &amp; offer to resign/new election 

You don’t want @VP @KamalaHarris as Prez

@FLOTUS @PressSec 

We all know there was widespread election fraud

Be honorable. Be a Statesman #USArchive #WuhanVirus https://t.co/SpyYa91oXO",[]
442,kkmahato,🇮🇳🚩🚩 Proud Sanatani  🚩🚩🇮🇳,Bharat,718,104,15187,0,"@zlj517 #ChineseVirus #WuhanVirus.
The pain and agony you have given to people via your virus will come back to you.","['ChineseVirus', 'WuhanVirus']"
443,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Vaccines for WuhanVirus associated with significant medical issues &amp; deaths!
@POTUS45
@FLOTUS45
@StephGrisham45
@kayleighmcenany
@RandPaul
@NFLPA
@TheNBPA
@MLB @MLBPA
@MLBNetwork
@NCAAFootball
@CJMcCollum
@paulpierce34
@realchriswebber
@WSJhealth
@FDRLST

https://t.co/SOLnaHtQ8m",[]
444,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Advice from Dr who treats WuhanVirus shows masks 4 athletes r only propaganda not science. @NFL
@nflnetwork
@NFLPA
@NFLonFOX
@NFLFilms
@ESPNNFL
@ZachLowe_NBA
@mattdizwhitlock
@Dame_Lillard
@RandPaul
@POTUS45
@kayleighmcenany
@abcsport
@MLB @FDRLST
@MLBPAA

https://t.co/45jQDVQXsx",[]
445,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Great advice from renowned Dr who treats WuhanVirus
@JackPosobiec
@MrAndyNgo
@SharylAttkisson
@CBS_Herridge
@KimStrassel
@atensnut
@charliekirk11
@MarkKirchmeier
@OHAOregon
@OregonGovBrown
@wweek
@trailblazers
@BrianFreeman24
@NBA
@TheNBPA
@CJMcCollum

https://t.co/45jQDVQXsx",[]
446,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Great advice from renowned Dr who treats WuhanVirus. 
@RandPaul
@WSJhealth
@NYTHealth
@OrthoReb
@ThomasKlineMD
@RMConservative
@DanLairdMD
@NanHayworth
@janehughesmd
@VanilaSingh
@DrNickels
@NBSaphierMD
@PierreKory
@DrMarcSiegel
@szaafran
@LeahHoustonMD
https://t.co/45jQDVQXsx",[]
447,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Excellent MustRead on treating early stage of WuhanVirus
@CDCDirector
@CDCgov @US_FDA
@SenBillCassidy
@PattyMurray
@MarshaBlackburn
@newtgingrich
@SenTedCruz
@RepDanCrenshaw
@MonicaCrowley
@ggreenwald
@greggutfeld
@RichardGrenell
@gregkellyusa
@NBCNews @CR
https://t.co/HJ1piKQ97M",[]
448,Orygun4Rod,"LuvSports: Blazers Seahawks Mariners Dodgers; Republican;
https://t.co/48ZEeJ3vem; Portland St, Willamette Law '68; 4th gen Oregonian; cpp:  intractible Migraine Headaches","Oregon, USA",610,494,43829,0,"Excellent Must Read on treating early stage of WuhanVirus.
@RandPaul
@FLOTUS45
@StephGrisham45
@POTUS45
@kayleighmcenany
@MariaBartiromo
@JonathanTurley
@TuckerCarlson
@WSJhealth
@FDRLST

@https://jeffreydachmd.com/2021/09/dr-peter-mccoullough-on-early-treatment-vs-vaccination/",[]
449,weshicy2,,,52,50,1952,4,"Elections have consequences!

#NotMyPresident #CreepyJoe #SleepyJoe #medicalTyranny #Covid_19 #wuhanvirus #DictatorBiden #DictatorJoe #VaccineMandate","['NotMyPresident', 'CreepyJoe', 'SleepyJoe', 'medicalTyranny', 'Covid_19', 'wuhanvirus', 'DictatorBiden']"
450,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"Podcast: How COVID Took a Generation of Hippies and Turned Them Into Stormtroopers | Charlie Kirk

#Coronavirus #WuhanVirus  https://t.co/YgyPymID38","['Coronavirus', 'WuhanVirus']"
451,johnOkillens,"There are only 3 things we control: What we eat, how much we move, and our attitude. Focus on these things & don’t worry about things out of your control",Reparations,3707,1658,159332,0,"Again, like typical American leaders, #Biden “gets tough” with the people who had nothing to do with creating the situation. 🤔😳🤬 #AfghanistanDisaster #IraqWar #WuhanVirus #BullyMentality https://t.co/DkBfnvKiLb","['Biden', 'AfghanistanDisaster', 'IraqWar', 'WuhanVirus', 'BullyMentality']"
452,FredWeb11009337,"married 😊 MAGA KAG 4 yr army constitution +bill of rights 
KAG2020 all lives matter, ex catholic , Jesus christ is my Lord 
no pp, no porn no sharia no rinos",Twilight zone Ca,5000,2905,124191,5,#MedicalDoctor speaks out on #Censorship and breakdown of society . #WuhanVirus https://t.co/QmCuYpsqDv,"['MedicalDoctor', 'Censorship', 'WuhanVirus']"
453,GiordaKaren,conservative #TrumpGirl the left I do not recognize and our country is in danger with them in charge‼️‼️‼️ #VoterIntegrity #2022FairElections,"San Antonio, TX",8252,8148,32684,5,#MedicalDoctor speaks out on #Censorship and breakdown of society . #WuhanVirus https://t.co/QmCuYpsqDv,"['MedicalDoctor', 'Censorship', 'WuhanVirus']"
454,snjumoka,"Founder @Sounds_Nerdy  | #Tech Enthusiast, Lover of #VideoGames, TV's,  #SmartPhones, #Gadgets, Movies  https://t.co/RzTNxnALlg","Cleveland, OH",59,91,4576,4,"Elections have consequences!

#NotMyPresident #CreepyJoe #SleepyJoe #medicalTyranny #Covid_19 #wuhanvirus #DictatorBiden #DictatorJoe #VaccineMandate","['NotMyPresident', 'CreepyJoe', 'SleepyJoe', 'medicalTyranny', 'Covid_19', 'wuhanvirus', 'DictatorBiden', 'DictatorJoe', 'VaccineMandate']"
455,BonnieDowning13,"Constitutional Conservative,
Love my country!
Let's keep our Republic if we can! 
Jesus is Lord!
Trump is my President!",,3103,2912,5599,5,#MedicalDoctor speaks out on #Censorship and breakdown of society . #WuhanVirus https://t.co/QmCuYpsqDv,"['MedicalDoctor', 'Censorship', 'WuhanVirus']"
456,dhiggins63,"Retired, US Army. Love God, family, freedom & USA. Author: Followedby TedCruz, DavidLimbaugh & AlvedaKing Dad of a Marine-son & a Soldier-daughter No DMs",USA,8477,30412,202696,5,#MedicalDoctor speaks out on #Censorship and breakdown of society . #WuhanVirus https://t.co/QmCuYpsqDv,"['MedicalDoctor', 'Censorship', 'WuhanVirus']"
457,gomezarmond911,🇺🇸#MAGA #LatinosForTrump 🇺🇸💪🏾 #MAGA2024 #Twitter @Jack kicked me off! Starting Over again 😁 #Patriot #USMC #VET 🇺🇸🇮🇱,"Chicago, IL",1382,982,399,1,@itsSpencerBrown @TimCamp03 You mean the #KungFlu #ChinaVirus #WuhanVirus it came from #China #BoycottChina let’s Bankrupt them.,"['KungFlu', 'ChinaVirus', 'WuhanVirus', 'China', 'BoycottChina']"
458,xivaccine,每日关注❤️习近平❤️主席注射国产新冠疫苗情况。,中南海,214,313,504,0,"@SpokespersonCHN He noted: 
The CCP started #WuhanVirus",['WuhanVirus']
459,RealPurpleFox,"Conservative, positive, authentic. #MAGA🇺🇸 Lymphoma survivor 2020 💜","Texas, USA",1334,702,34350,3,All the progress we have made against the #WuhanVirus were made by #PresidentTrump before he left office…,"['WuhanVirus', 'PresidentTrump']"
460,jjsway,I paint a he** of a lot better than Hunter Biden. Fact.,,972,543,8830,3,All the progress we have made against the #WuhanVirus were made by #PresidentTrump before he left office…,"['WuhanVirus', 'PresidentTrump']"
461,NorthGATrotter,,"Demorest, GA",105,67,4762,0,Not once did @POTUS say anything about where #COVID came from the #ChinaCommunistParty! #WuhanVirus,"['COVID', 'ChinaCommunistParty', 'WuhanVirus']"
462,3kdsin1yr,,,183,79,7352,3,All the progress we have made against the #WuhanVirus were made by #PresidentTrump before he left office…,"['WuhanVirus', 'PresidentTrump']"
463,dhiggins63,"Retired, US Army. Love God, family, freedom & USA. Author: Followedby TedCruz, DavidLimbaugh & AlvedaKing Dad of a Marine-son & a Soldier-daughter No DMs",USA,8477,30412,202696,3,All the progress we have made against the #WuhanVirus were made by #PresidentTrump before he left office…,"['WuhanVirus', 'PresidentTrump']"
464,MissyCooper13,,,912,317,17453,15,💯I can rely on polls to pass #WuhanVirus #Warreparations legislations to take away🇨🇳sovereign immunity in🇺🇸Congress. Polls show🇺🇸public support 4 congressional actions against #CCP fascist #China's bioattack on🇺🇸&amp;🌐w/ Wuhanvirus.🇺🇸doesn't poll scientific knowledge to pass bills. https://t.co/FPMOR24rmZ,"['WuhanVirus', 'Warreparations']"
465,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"#Democrats don’t care about the #Constitution. That’s part of the problem in this country.

#Coronavirus #WuhanVirus #Mandates #BigGov https://t.co/KuV6RMCTHR","['Democrats', 'Constitution', 'Coronavirus', 'WuhanVirus', 'Mandates', 'BigGov']"
466,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"""Public Health"" Propaganda - by Techno Fog - The Reactionary

#Coronavirus #WuhanLab #WuhanVirus 

#BigGov  https://t.co/dFOah0xtkd","['Coronavirus', 'WuhanLab', 'WuhanVirus', 'BigGov']"
467,ZUMAYA77,"venezolano, abogado, deportista y libertario",,1318,930,29899,0,"Is @CNN and #FakeNews in general, counting the #WuhanVirus deaths and hospitalizations under @JoeBiden, or that “journalistic” approach was only for the @RealDonaldTrump administration? 260K last time I checked.","['FakeNews', 'WuhanVirus']"
468,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371761,0,"Biden's 'Major' COVID Speech Is To Distract You From His Performance

#Coronavirus #WuhanVirus  https://t.co/icLdCw4E2g","['Coronavirus', 'WuhanVirus']"
469,InsightGL,"Rtd Commander-IN, Naval Aviator, Maritime Pilot, Self-proclaimed Geopolitical Analyst. Write For- Chanakya Forum, DRaS, Resonant News, ChinaNews,c3sIndia & more",,41,6566,21416,1,@zjczky @rahulx123 @InsightGL @Raphe_mPhibr @kayjay34350 @rspathania @asthana_shashi @Chopsyturvey @Vedmalik1 @TheSatishDua @arunp2810 @tksapru @zoomshah @bkum2000 #ChinaVirus #WuhanVirus what else🙄🤔,[]
470,WBruge,"Everything Anti-CCP & PLA. Love South Asia, Supporter of Chinese, Taiwanese, Hong Kongers, Tibetans , East Turkmenistani and all oppressed.",Hong Kong,1353,1288,6850,1,@zjczky @rahulx123 @InsightGL @Raphe_mPhibr @kayjay34350 @rspathania @asthana_shashi @Chopsyturvey @Vedmalik1 @TheSatishDua @arunp2810 @tksapru @zoomshah @bkum2000 #ChinaVirus #WuhanVirus what else🙄🤔,"['ChinaVirus', 'WuhanVirus']"
471,bigbbyzaddy,Just call me your bby zaddy. Arbiter of common sense and logic. Healthy / Immune,,0,0,156,0,Daily reminder that China is responsible for COVID. #chinavirus #chinesevirus #wuhanvirus #wuhanflu #nukechina,"['chinavirus', 'chinesevirus', 'wuhanvirus', 'wuhanflu', 'nukechina']"
472,jegou_contact,,,37,143,15646,2,"Not so much a 'conspiracy theory' now eh? Maybe now we can do the actual investigation, do some real reporting &amp; some actual science?

#Fraud #FauciLied #Wuhan #WuhanVirus #Covid19 #Vaccination #Mandates #Fauci #USpoli https://t.co/qap9RmIP6c",[]
473,_ensine,A Proud Hindusthani,,192,255,67072,0,"#NewZealand has more grave issue than #wuhanVirus 🤦
https://t.co/bMFx0tDBf5","['NewZealand', 'wuhanVirus']"
474,Yash33859343,"Freelancer & a free bird. Opinion expressed here are strictly mine. No intention to hurt others. If hurt inadvertently, pl see a doc 🏥.😜",,431,41,2605,0,"@sunandavashisht Sunanda ji, these things r fine.
Neither US ofcls nor US media r much botherd abt what's hpng in Afghan.But they r more botherd abt India &amp; incidnts hpng in India.
They don't know how many died in US bcse of #WuhanVirus  But they knw evry thing abt India's handlng of #ChinaVirus","['WuhanVirus', 'ChinaVirus']"
475,RetweetsMumbai,"RT from in & around Mumbai & are not endorsements, Use #Mumbai #Bombay for RTs
RTs are automated we take no responsibility of the RT's
DM for more info",Mumbai,8,2974,277218,4,"@WIONews Wion is the best news channel in the world 👍🇮🇳

@palkisu Palki is the best news anchor in the world 👍👍👌👌

only channel to boldly show the realities of #Taliban #Pakistan #China n #wuhanvirus 

#india #NarendraModi @narendramodi #saveAfghanWoman #delhi #Mumbai #bbc https://t.co/jZup4Jdzcq",[]
