,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,jeananncord,"I would rather die on my feet than live on my knees. Emiliano Zapata. BLM, M4A, Viva la Raza. Peace Activist.💚",,4325,3441,29492,0,@quemaj @DeeFonta Hmmm.  India has a vaccination rate of 12% verses the U.S with 60%... https://t.co/vbVnNKlZ1L,[]
1,renate_siekmann,"Business woman, “Rights and Freedoms” activist, globetrotter, proud mother of 4","Vancouver, British Columbia",275,939,2056,0,"Passports and mandated jabs are violations of Canadian Human Rights. 

“I see it as a violation of my own belief system, which I haven’t shared publicly, but I will do so in the form of a creed that can be used as a human rights exemption,” 

https://t.co/B6Ydh9txom",[]
2,scicommdaniel,he/they • research & #SciComm w/ @alexcr_1 @BeccaCalisi • intern @StemAdvocacy • EIC @aggietranscript • neuro/writing @ucdavisbiology '21,"Patwin Land (Davis, CA)",1041,578,2298,38,"A great, thoughtful piece by @bennessb about thinking through vaccination decisions as a person with complex chronic illness. Recommended. https://t.co/rZYJsntDUE",[]
3,ConnieCurran5,,,136,10,127,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
4,martynpepperell,Grouper laughed at me on Karangahape Road.,Aotearoa,4116,6159,116619,0,"It took awhile to line it up, but I had my first vaccination today. Current mood: relaxing on the couch.",[]
5,Desi_Bellerose,Clinical Social Worker. Reality TV connoisseur. A Sagittarius who lives for drama and chocolate. Enthusiastic fan of #BBUS and #BBCAN,"Boston, MA",332,454,17391,0,@xwannaminajx @yung_bells @DrJasonJohnson That’s fair enough. I’d like to see her check the conservatives who are now using her tweets to spread more misinformation and fear monger. And sit down w/ a black expert who can explain the vaccine and the implications of vaccination for the black community specifically.,[]
6,lachiemc64,"Victorian nurse
Pay attention all the time
Note what you're told2pay attention2&look far beyond or even in the opposite direction
Have a say in what is news.",land of the Wurundjeri people ,1220,807,76964,0,"@jonkudelka Ah, nothing like a half billion dollar distraction combined with more populist electioneering with all the meaning of a flea beating its chest.
Let the wedgies begin. Meanwhile we are all expected to have a blind trust in vaccination roll outs and national quarantine.",[]
7,ninja91191,do no harm; take no shit. Saving 💰 for a Model S donations are welcome ||thanks for Model 3 donations,,368,47,5272,2,"Be part of the action TOMORROW! #TeamToronto’s #DaysofVaxtion, a city-wide series of pop-up #COVID19 vaccination clinics for first and second doses, starts Sept 16. Details: https://t.co/a69fFxmqfP https://t.co/qTMDkaxuyP","['TeamToronto', 'DaysofVaxtion', 'COVID19']"
8,BarbDavies373,"Hypnotherapist, Counsellor, Hypnosis Instructor & Coach. Libertarian who loves travel, wine & golf. #EndHumanTrafficking #NoVaccinePassports #VotePPC","Thunder Bay, ON Canada",28180,36006,122588,69,"BREAKING: Alberta Jason Kenney declares ""state of public health emergency,"" predicting Alberta will run out of ICU beds in next 10 days. Kenney calls for three steps: Maximize healthcare capacity, reduce transmission by reducing interactions, increase vaccination.",[]
9,iamLucretiaMott,Feminist Humanist Liberal AF #Science #StillWithHer #BLM🗽🌊 ✡️#BidenHarris2020 #WearAMask😷#Vaccinated #BidenWon #TruthMatters I March for free 👠👠,Tiny drop of blue in BLUE GA,45431,47230,288709,4526,"BREAKING: A large Florida landlord announces that he will begin requiring all new and existing tenants to provide proof of COVID vaccination, saying, “You don't want to get vaccinated? You have to move, and if you don't, we will evict you.” RT IF YOU SUPPORT THE LANDLORD’S MOVE!",[]
10,Rajputmp32,,,30,3,7,57,"#IndiaFightsCorona:

📍More than 45.0 crore doses administered in first 85 days of the World's Largest Free-For-All Vaccination Drive launched on June 21, 2021. (As on September 14, 2021)

➡️ But this fight isn't over yet, strengthen the country's endeavour by getting #vaccinated https://t.co/VElBUetLgu",['IndiaFightsCorona']
11,gaybvny,"they/it | ⛏😳 | ☭ | 🔞@dumbbvny | 😓@sadbvny | 🎮@dblshine |  
💜@JadedFalco💜",home ♡,222,83,6081,0,"okok so covid is literally worse than it was at its last peak so
businesses can either
implement a proof of vaccination policy at their doors/covid quick test
OR
follow slightly better capacity restrictions (dw we wont actually pursue u if u dont do this haha)",[]
12,ABdoc4patients,"AB born & raised farm girl | 1st gen 🇨🇦| Mom of 4 | Wifey | #YEG Family Doc | Opinions & R/T my own | Here to listen, learn, advocate | she/her","Edmonton, Alberta",1497,4716,6612,0,"My phone just went off at work: Public health emergency #COVID19AB 

Restrictions, and businesses - “discretionary services” - can avoid restrictions by asking for vaccination proof or a negative #COVID19 test in the last 72 hours. https://t.co/h7kUz8NhB7","['COVID19AB', 'COVID19']"
13,MWindzy,"Writer | Reader | Tea Enthusiast | Romans 12:9 | 18 USC 1652 

@CWRUBioethics '18 | @OSU_Law '21

an @ewarren stan account",Ohio (Against the World),716,393,8393,148,"Occupy Democrats now advocating for landlords to evict tenants based on their vaccination status, thus disproportionately affecting the poor and people of color.

The movement has come a long way. https://t.co/yM5lnacZwc",[]
14,humanity195555,100% BLUE,"Ohio, USA",739,105,13154,2198,"Vaccination rates:

France: 72 percent
Canada: 68.7 percent
Italy: 66.3 percent
UK: 65.9 percent
Germany: 62.2 percent
America: 53.9 percent

Is this what they mean by American exceptionalism?",[]
15,iamboku,,"Santa Barbara, California",197,56,14750,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
16,JaneBaileysKid,FKA cindstress42. Criminal Defense Attorney. Corgi mom. Liberal Democrat. #FBR #BLM #420 #TBTLTen #GoGreen 🏳️‍🌈🖖🏻,"Traverse City, MI",2735,2362,13460,27,"#BREAKING NEWS!: LA County to issue new health order that will require proof of vaccination for all customers &amp; employees of indoor bars, wineries, nightclubs! as well as for outdoor mega-events -- including Dodgers, Rams and Chargers games.

What say ye, about this news?",['BREAKING']
17,MjLobb,"ecologist & project manager; artist & photographer; stepmom; feed focused on plants, animals, art, food and politics in no particular order","Calgary, Alberta",532,116,1082,66,"""Restriction exemption program"" is to vaccination passport what ""Canadian semiaquatic rodent posterior doughnuts"" is to Beavertails",[]
18,SwayFx,“History shows it is not possible to insulate yourself from the consequences of others holding money that is harder than yours” - S. Ammous #Bitcoin,Canada,171,542,12706,59,"The announcement of vaccine passports in Ontario has had no impact on vaccination uptake. So even the “encouragement” justification doesn't work. 

The actual implementation of the passports will not save hospitals from the pressure they face every single year - what then? https://t.co/CSJNbP5LWk",[]
19,mis_cue,Donate to https://t.co/n35VZcqOET to support Mauna Kea. #NEISvoid #ScreamingFirehawks #Spoonie #Ferrets,Nimiipuu land,1605,1344,63714,0,Love this! - it's a vaccination clinic at Matreshka Deli in Spokane. Spokane has a huge Russian immigrant population and they'll have interpreters on-hand. This is precisely the kind of outreach needed. Link has English info. https://t.co/kpZoNS583K,[]
20,banaltwittbimbi,"🌊 Ld Singer/Guitarist ""The Chumpmonks"" ('75 -'95). Orig. #YIPPIE/SDS/WU Member. MKUltra survivor (Hippie double agent in CIA). Google: ""Jondalf Thrasher"" 🌊","Bumphuq, AZ",3203,2177,35797,256,"Nicki Minaj is currently beefing with Joy Reid and now got both Candace Owens &amp; Tucker Carlson's support for her anti-vaccination stance. 

That's how bad her career appeal has shifted. 
It's only down from here.",[]
21,TheEH2020,,,4890,137,29806,4181,"Fox Corp. HR chief Kevin Lord just sent out a memo to staff saying that “90% of full-time employees reported they are fully vaccinated” after the company mandated everyone report their vaccination status. 

Lord says they will soon introduce daily COVID testing for unvaccinated.",[]
22,hifive_95,,"Knoxville, TN",188,305,3919,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
23,animals_4_ever,💙Animals🐾 Dallas Cowboys ✭ NASCAR 🏁 #TeamJL #BLM👊🏾#VoteBlue 🌊#WomensRights #LGBTQ ally🏳️‍🌈 #Climate🌎#FuckTrump #BidenHarris2020 NoDM🚫,"California, USA",11124,11019,30764,20,"Public Health to Modify Health Officer Order Adding Vaccination Verification Requirements at Select High-Risk Settings. 37 New Deaths and 1,930 New Confirmed Cases of COVID-19 in Los Angeles County. View https://t.co/vEPcjxbBEM https://t.co/P2xPTtCII7",[]
24,trilokchronicle,"💉 #TAMILNADU #VACCINATION UPDATES. DM ME FOR THE SAME.

📝 #COVID19 MASTER GUIDE BELOW

📝 PLEASE PROCEED WITH YOUR DISCRETION 

📢 Founder - #TeamJabbers",,38,327,2085,2,"#Covid vaccination camp plan for tomorrow in #Theni district.

#covidsecondwaveinindia 

@xpresstn @VinodhArulappan @NewIndianXpress https://t.co/M1ADQVHbnh","['Covid', 'Theni', 'covidsecondwaveinindia']"
25,_alftic,Hater,,34,21,1331,74,Vaccination anthem  https://t.co/f022r1GQDm,[]
26,murielcooperI,"""Ah Liberty,what crimes are committed in thy name"" 🌊 Canadian #resisting in solidarity 🇨🇦❤️🇺🇸","British Columbia, Canada",8388,8275,269058,21,"Nicki Minaj testicle-gate is making all of America choose sides between Cardi B and Nicki Minaj all over again! Damn. Well for this vaccination beef, Nikki has Tucker Carlson and Candace Owens....And Cardi B has, well everyone else in the world https://t.co/m8jCBMcry5",[]
27,wilson_suz,"Wife, Mom and passionate believer in fairness and common sense. Trusting the Biden/Harris Admin. Vaccinations save lives.","Northern California, USA",1093,710,32590,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
28,fingersitchy,"Filmmaker, entrepreneur, visual media, motion, films, animation, storyteller. I run a learning and technology company from Melbourne, Australia.",Melbourne,1058,573,26077,231,Give it a rest - Morrison Govt gave WA about 30% less than its per capita share of vaccines and then attacks its vaccination rate AGAIN #shameless #notonourside #auspol https://t.co/JLzBiItUYY,[]
29,cockyman7,take big dumps,,69,82,48668,0,VAX ATTACKS: Singapore seeing chronic illness explosion after reaching 81 percent vaccination rate https://t.co/IgWWeXyXrD,[]
30,Rabbit_Pellets,Smart Aleck Bunny's skeptical take on what passes for modern life,Burrow,73,83,13264,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
31,dev1ne1,,,518,821,45702,50,"Here we go: they're calling it the restriction exemption program or proof of vaccination program or as you and I like to call it ""a vaccine passport"".

For discretionary activities that have a higher risk of viral transmission, like participating in society, I suppose.",[]
32,LisaRit77853853,,,204,56,4522,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
33,NorthrnObserver,"You can stand me up at the gates of Hell, but I won't back down.",,78,13,3250,140,"So you have to produce a clear covid test or proof of vaccination to your bartender before they can give you Bud light. But you still have to wear a mask because the vaccines don't work? 

What?",[]
34,kariezar2,Pediatrician and mom,"Delaware, USA",586,187,10768,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
35,WhatsThePointSK,"Policy-Sociologist PhD Astro Photographer. Past Adjunct Prof. JSG School of Public Policy, Short Grass Farmer-Speaking truth to power. Anonymous Tweets ignored.",#cdnpoli #skpoli #yqrcc #yxecc,344,849,13121,28,Reminder: Sask. now the largest province without a proof of vaccination policy and one of the only jurisdictions without a mask mandate province-wide. https://t.co/uuYEnrjgu6,[]
36,Slothius,I love everything to do with Toronto Sports Teams! I am serial retweeter and just a squirrel trying to get a nut in this crazy world!,Toronto,1480,275,24846,2,"Be part of the action TOMORROW! #TeamToronto’s #DaysofVaxtion, a city-wide series of pop-up #COVID19 vaccination clinics for first and second doses, starts Sept 16. Details: https://t.co/a69fFxmqfP https://t.co/qTMDkaxuyP","['TeamToronto', 'DaysofVaxtion', 'COVID19']"
37,Neil_Zee,"Pro Photographer in Calgary. Not famous, just prolific. 10/10 @ratemyskyperoom. Link below to buy my prints, use NZP2021 for 25% off  ⬇️","Calgary, Alberta",2200,13122,32778,0,Proof of my proof of vaccination program. https://t.co/p0nKNlYZ1r,[]
38,AndrewSoper13,"Fail We May, Sail We Must.  All jobs are essential","Lower Hutt, New Zealand",415,275,4320,0,@serpentnz @thomaspainenz @CraigARobinson https://t.co/cGzCgwL3Ns have a read,[]
39,hholly2003,,,322,189,31613,242,I'm going to print this picture for when I'm asked for my vaccination status. https://t.co/heAXoVpGHX,[]
40,CoachPerry59,Award winning hockey coach (University&FMAAA) who has a passion for empowering student-athletes to fulfill their academic and athletic potential Love God&family,"BC, Canada",5000,1113,8504,9,"The Premier has finally brought back isolation requirements for unvaccinated travelers and announced vaccination requirements for some indoor public spaces. An indoor mask mandate must be added to better protect our kids.
https://t.co/D5Gods21qf",[]
41,xerendimochi,"#JIMIN : Definitivamente la mejor de la escena

🐥🐰🐹

~ Fan Account",,130,116,5285,75,Vaccination anthem  https://t.co/f022r1GQDm,[]
42,savedemocracy18,,,4999,2849,113402,319,"People who are fully vaccinated against Covid-19 appear to have a much lower likelihood of developing long Covid than unvaccinated people even when they contract the coronavirus, according to a new study. https://t.co/YHZlgJFifM",[]
43,FreshGayCaliBoi,Not Giving A Fuck since 1997,Granpa Ty's House,237,297,148275,0,I’ll wait till y’all start crab walkin’ or eatin’ each other before I even step near a vaccination clinic in the next 12 months.,[]
44,boytoy1814,"President Barack Obama follows me!
#WatchingU-Over 2 million plays!!! Link below. LOVE: JANET-MADONNA-AUBREY ODAY, XTINA, SADE, LENNY K., JAY-Z #Gemini #Resist","Brooklyn, NY",7264,8451,117810,21,"Nicki Minaj testicle-gate is making all of America choose sides between Cardi B and Nicki Minaj all over again! Damn. Well for this vaccination beef, Nikki has Tucker Carlson and Candace Owens....And Cardi B has, well everyone else in the world https://t.co/m8jCBMcry5",[]
45,AngelBa62948645,"Not To Be Rude.... This Account Wont Be Taking Any New Followers At This Time, Unless I Know You Or Who You Are Associated With. Thank You😉",,185,54,62633,2,"Via @miamiheat “Come on down to @FTXArena tomorrow at 10a, vaccinations available for ages 12+ Info - https://t.co/CGiMh00EOR” https://t.co/uypxseQtyL Thursday 10am-5pm Related Link: https://t.co/ohLhEyjXZ1 #FirstResponders #Police #Covid #Vaccine https://t.co/Xu8r295cDB https://t.co/hyTQDhvIFk",[]
46,DrKnow1999,Interested in truth and justice without bias,Central England,268,86,2004,0,"@sailorrooscout Everything you said so far I agree with, wholehearted but the data on infection of vaccinated v unvaccinated in the face of the delta variant…
Can you direct me to a study that quantities the risk? Seems to me that the advantage of vaccination against infection has decreased..",[]
47,milyy_castro,Ig: miilii_castro,,526,429,32947,2035,"All ticket holders must provide proof of full COVID-19 vaccination or proof of a negative test within 48 hours prior to entry, in addition to wearing a mask.",[]
48,canuckyoutoo,"Hockey is Winter's only redeeming quality. BLM. Indigenous LM. No thank you, please https://t.co/xdVI59o8k3",,3798,4855,38971,66,"""Restriction exemption program"" is to vaccination passport what ""Canadian semiaquatic rodent posterior doughnuts"" is to Beavertails",[]
49,BkBookworm2190,,,169,102,19206,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
50,MoonsHaunted5,"You do not, under any circumstances, gotta hand it to me | Left politics and Michigan sports, an unholy alliance",,195,25,2744,0,"@randygdub If I lived in Los Angeles, I would simply provide the proof of the vaccination I got months ago and not think twice about it",[]
51,VoteBlu4animals,"#DogMom  @HenryandIce
Blue Wave- Will stay on Twitter until I see justice served for all the crimes by 45- 
Retired Administrator & now teaching again.👩‍🏫♿📚","Las Vegas, NV",2389,1845,27301,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
52,juliancday,"Developer, poet, occasional pixel artist. Creator of Shadow of the Wyrm, a traditional roguelike. Chapbook: Late Summer Flowers (@anstrutherpress). he/him","Winnipeg, Manitoba",975,1107,19443,36,"At the end of the day, a significant number of people who haven't gotten vaccinated couldn't care less about what anyone is saying about vaccination, they just don't see the need to do it until they have to https://t.co/hxV7Kosute",[]
53,woytdave,,,63,3,71,266,"""Restriction exemption"" program. ""Proof of vaccination"" program. Whatever you call it, it's a vaccine passport for #AB. FINALLY!

@PremierScottMoe, your turn. #SK is the LAST place in Canada with no mask mandate or passport. Better late than never.

RT if you agree.

#COVID19SK",['AB']
54,catlove71040608,"California girl, accidentally born in Washington. Now in California forever. I Resist. dumptrump Resistance no DM’s TheResistanceRises",,4285,3549,76889,5,"So you think the vaccination makes you impotent, it doesn’t, but you know what does, being dead.",[]
55,CovidPete,Australia’s NO 1 COVID19 Facebook Community. Stats and news from Australia and around the World. Together we are stronger as one.,,223,3442,1804,0,"Vaccination
=========
Vaccines administered to date (total): 4,507,944; 1st doses: 2,978,105
2nd doses: 1,529,839
Vaccines administered yesterday (total): 62,782; 1st doses: 39,775
2nd doses: 23,007
Māori:
1st doses: 278,614
2nd doses: 133,830
Pacific Peoples: 4/5",[]
56,KarenRecchia,"Vice Chancellor for Student Services, Bossier Parish Community College","Shreveport, Louisiana",185,200,2379,1,"BPCC is partnering with LSUHSC to offer several Crush COVID vaccination clinics throughout the semester where BPCC students, faculty, and staff will have the opportunity to receive a COVID-19 vaccination on campus! https://t.co/jSWKuJHuAM",[]
57,ToddJohnston2,,Regina Sask.,200,85,515,266,"""Restriction exemption"" program. ""Proof of vaccination"" program. Whatever you call it, it's a vaccine passport for #AB. FINALLY!

@PremierScottMoe, your turn. #SK is the LAST place in Canada with no mask mandate or passport. Better late than never.

RT if you agree.

#COVID19SK",['AB']
58,DavidMagner,,,121,36,844,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
59,Ali_IngNews,"Data Journalist @wral | Volunteer editor @prisonjourn | Prior: @ipostnews, @business, @news4buffalo | Penn State and Cardiff Uni alum. Marathoner. Potter's mama","Raleigh, NC",592,5664,26718,3,Just In: Data shows vaccination rates among North Carolina state employees https://t.co/zD9ss9HcDP,[]
60,lynnfc50,"lifelong Dem, return the children, #resist, sensible control of gun owners,  anti-racist, accountability leads to unity, #Science, #HopeandHistoryRhyme",USA,5001,4480,96462,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
61,Laurel_M_G,Eastern Ontario. Not the dream I signed up for. #MustLoveDogs,Eastern Ontario,2964,2875,52113,0,Nothing like having a complicated system for proof of vaccination. #Ontario https://t.co/hQgdTHP5ui,['Ontario']
62,Nasdaqistan,Cordless bacon inventor.,"Spicy Chicken Wing, NY ",335,392,59925,0,vaccination at the zoo https://t.co/rj2JRelVzG,[]
63,ankitgorwadia,Seeker,"Rajkot, India",91,36,5085,7764,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
64,vrabel66,,,259,23,1040,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
65,414lovelivelife,,,121,31,1551,0,@KyrieIrving Is this a quote from a Mississippi NO FEAR confederate flag license plate…sounds like something straight from a high death rate low vaccination state IJS 💯,[]
66,adconway13,Mom*Wife*Performer * Triple Threat. Makeup Fanatic * Lead Vocalist of A.D. LIVE Band * Bass of Neon Lights Quartet. https://t.co/qo1rinhaVg,,130,10,310,242,"#COVID19-related hospitalizations among children &amp; adolescents are rising, especially in areas with low vaccination rates. 

Vaccination is more urgent than ever. Everyone 12 and older should get vaccinated as soon as possible: https://t.co/xbvNiaVJKV. https://t.co/KHKXXAqbt2",['COVID19']
67,Troyliss,Troy Lissoway. Graphic Designer. Old Nerd. Old stick. Mostly Harmless. He/him.,"Sherwood Park, Alberta",824,475,48825,2,"You know what helps? Paid sick days, mobile vaccination clinics, 24-hour clinics, and more.

You did NOT make it convenient.",[]
68,SteveRickettsSP,"a husband, a father, a consultant in aviation meteorology, a student of photography, a lover of music, a coach of soccer. seen as tedious by some","Sherwood Park, AB, Canada",634,2876,85182,0,"i was *joking* about this, but here we are

""- new proof-of-vaccination card (QR code) but optional for businesses to use them"" https://t.co/aCmJBwuoQG",[]
69,Joy_Hightower,,,2217,315,3829,169,"BREAKING: Proof of vaccination program announced in Alberta, state of emergency declared https://t.co/gVTeFErbnW https://t.co/uJNxp4ClVT",[]
70,savaslab,"Prof @MemorialU. Opinions mine; RTs, mentions not endorsements; tweets & RTs for info/discussion purpose only. No DM's pls. Proud graduate of @UniBogazici",St. John's,1260,1006,22492,4,"Premier says Alberta faces a unique challenge of a lower vaccination rate but says it has by far the most generous incentives to encourage people to get shots. Also says ""so much of this is about human behaviour."" Says gov't can't just flick a switch and change how people actt.",[]
71,voodaravikumar,,"Narsipatnam, India",363,166,2537,7764,"Milords have asked the Government to ensure 100% vaccination by the end of the year… The Government, in turn, should ask them to clear this 4 Cr pendency by 31 December…
Please RT if you agree! https://t.co/QKaz1tHecX",[]
72,cookinNbakin,recipes and support,"Ontario, Canada",213,40,1040,0,@RebelNewsOnline @ATSoos Don’t worry every 72 hours your “vaccination” digital id/passport will expire until you get another forced “failed” test if you haven’t been injected with the “failed” experiment already. Until you do then your a statistic to get to another list!  Bribes are considered fraud too,[]
73,safetyguy1956,,"Alberta, Canada",63,12,767,19,"Effective Sept. 20, businesses can opt into the government's vaccine passport program, meaning they can serve only vaccinated patrons. Shandro says this will ""increase vaccination rates.""",[]
74,richardzussman,Reporter @GlobalBC at BC Legislature. Co-wrote @matofconfidence w/ @robshaw_bc. richard.zussman@globalnews.ca,"Victoria, British Columbia",2014,45236,45994,43,"Dr. Reka Gustafson and Dr. Manish Sadarangani explain at UBC Continuing Professional Development seminar it's possible not all kids under 12 will be recommended vaccination following approval.
Sadarangani: ""not trying to necessarily prevent every child from getting a cold."" https://t.co/Ro2riAjWo2",[]
75,sandra_tokach,,,190,400,102768,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
76,BigDinTheBoro,,"Scottsboro, AL",1443,438,190673,81,"Preprint of a study from UW-Madison examining infectious SARS-CoV-2 despite vaccination doesn't look good for mandate advocates. Researchers compared 699 swab specimens collected in July 2021 from residents of 36 counties. It seems like Delta has changed the game. 
1/",[]
77,oriononearth,Pizza lover,"Toronto, Ontario",64,4,401,140,"So you have to produce a clear covid test or proof of vaccination to your bartender before they can give you Bud light. But you still have to wear a mask because the vaccines don't work? 

What?",[]
78,lilal65,,,119,13,166,34,“Proof of vaccination restriction exemption program” is the longest name for vaccine passport I’ve ever heard,[]
79,kgalamode,Wife to @ctadams82| New mom to 👶🏽Josiah| Beauty Blogger at https://t.co/tOLkmhN055| Lipstick lover| I set trends. I don't follow them.| IG/Pinterest/Snapchat: kgalamode,ATL Shawty,218,302,57946,274,"Sometimes I’m called a c**n for encouraging vaccination against a dangerous virus that disproportionately hurts/kills black people.

Since when did having medical/scientific common sense become anti-black? That’s like callin me a sellout for wearing a seatbelt in the car.",[]
80,MoreOrLessAMess,"Sewing, Smocking, and Sarcasm
Mother of teens, tyrants, and indecision
Unapologetically Black, History Junkie, romance reader and ADHD AF",A little south of sanity,455,1341,28596,147,"This map is amazing. Texarkana is a city split by the border of Texas and Arkansas. In 1970 both halves of the city had a measles outbreak.

The Texas half of the city had no school vaccination mandates. The Arkansas half did. 95% of the measles cases were in Texas. https://t.co/7gDrWbaKsP",[]
81,cityoftoronto,Official account for the #CityofTO sharing #TOnews. Not monitored 24/7. Terms of use https://t.co/sD9XCzpjsX.,Toronto ON Canada,661,441857,47649,2,"Be part of the action TOMORROW! #TeamToronto’s #DaysofVaxtion, a city-wide series of pop-up #COVID19 vaccination clinics for first and second doses, starts Sept 16. Details: https://t.co/a69fFxmqfP https://t.co/qTMDkaxuyP","['TeamToronto', 'DaysofVaxtion', 'COVID19']"
82,anjefus,,"Erlangen, Deutschland",2374,448,1875,0,"It‘s just a pre-print. But a trial showed that testicles shrink by about 75% when listening to @NICKIMINAJ. 

#vaccination #medtwitter #iprefergoodmusic","['vaccination', 'medtwitter', 'iprefergoodmusic']"
83,cJrealtor1998,,,1887,1460,132495,59,"Starting Sept. 22. in Contra Costa County: Anyone age 12+ who enters a restaurant, bar, entertainment venue, gym or fitness center will need to show proof of COVID vaccination OR present a negative test result.

TY @CoCoHealth! Hope @Dare2BWell will follow!https://t.co/28XvuMUAEB",[]
84,trilokchronicle,"💉 #TAMILNADU #VACCINATION UPDATES. DM ME FOR THE SAME.

📝 #COVID19 MASTER GUIDE BELOW

📝 PLEASE PROCEED WITH YOUR DISCRETION 

📢 Founder - #TeamJabbers",,38,327,2086,8,"No Vaccination camps on 16.09.21. 24×7 Vaccination centres will function as usual.
#COVIDVaccination
@CbeCorp https://t.co/tVrCcYD3JQ",['COVIDVaccination']
85,wwarfel71,"Boilermaker, Yankees, kidney donor, asshole, mediocre golfer, Carsen my dog and my kids!",Earth,3262,792,16997,0,@gartmartin9 @ndrew_lawrence No.  The irony is so fascinating.  Jim watches right wing stuff and they don't announce their vaccination status on these channels.  Ignoring the opposition entirely on all of social/TV avenues is dangerous to us all in this scenario.  And Tucker just sits there lying.,[]
86,Sheilam87310398,,,1621,214,5332,13,Latest Covid19 vaccination update. We have surpassed 40M doses inoculated https://t.co/ExDhvjyuMD,[]
87,GodessofChaos71,#Shadower71 #GoddessofChaos #MomOf6 #MimisOf5,"Gilbert, AZ",4968,2680,322622,6,"A closer look at the county-level results, which are still preliminary as late-arriving mail ballots are tallied, reveals a strong relationship between Gov. Newsom's support and COVID-19 vaccination rates, according to a data analysis by The Times.

https://t.co/B2TFE3EdPa",[]
88,BrianLeeElder,"Proud Never tRump human scum. The twice impeached former guy is still a “clear and present” danger to the USA. No Justice, No Peace; anti-fascist; BLM; atheist.",,807,359,23354,4526,"BREAKING: A large Florida landlord announces that he will begin requiring all new and existing tenants to provide proof of COVID vaccination, saying, “You don't want to get vaccinated? You have to move, and if you don't, we will evict you.” RT IF YOU SUPPORT THE LANDLORD’S MOVE!",[]
89,dwturner21,"Politics, history, science. Father, husband, brother, uncle, friend. Open, honest, dependable, informed. HVAC, sales, private aircraft charter. #veteran","Goldsboro, NC",1819,1039,65279,2945,BREAKING NEWS: The NFL’s Buffalo Bills announce that all fans over the age of 12 will now be required to show proof of vaccination in order to enter their stadium. RT IF YOU THINK THAT EVERY AMERICAN SPORTS TEAM MUST FOLLOW THEIR LEAD!,[]
